TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_bin,AccountBalance_bin,Target
421.52,Debit,San Jose,Branch,20.0,Student,67.0,1.0,369.86,Medium,Low,3
189.77,Debit,Raleigh,Branch,58.0,Engineer,24.0,1.0,6570.36,Low,MediumHigh,3
73.19,Debit,Atlanta,Branch,76.0,Retired,213.0,1.0,2264.98,Very Low,MediumLow,0
188.13,Debit,Jacksonville,Online,75.0,Retired,198.0,1.0,5029.87,Low,MediumHigh,2
30.52,Debit,Jacksonville,Branch,62.0,Doctor,122.0,1.0,12327.74,Very Low,High,2
899.2850000000002,Debit,San Jose,Branch,20.0,Student,118.0,1.0,420.25,High,Low,3
899.2850000000002,Debit,Oklahoma City,Online,41.0,Doctor,150.0,1.0,6499.53,High,MediumHigh,1
170.24,Debit,San Francisco,Branch,62.0,Retired,133.0,1.0,5172.99,Low,MediumHigh,3
56.62,Debit,Austin,Branch,54.0,Doctor,121.0,1.0,8981.1,Very Low,High,0
53.14,Debit,Las Vegas,ATM,34.0,Doctor,70.0,1.0,7914.999999999999,Very Low,High,2
587.23,Debit,Omaha,Online,27.0,Student,144.0,1.0,500.84,High,Low,1
211.36,Debit,Phoenix,Branch,43.0,Doctor,75.0,1.0,13784.4,Low,High,1
21.27,Debit,Indianapolis,Online,62.0,Retired,114.0,1.0,7392.79,Very Low,MediumHigh,2
899.2850000000002,Debit,Austin,ATM,26.0,Student,144.0,1.0,1134.79,High,Low,0
76.02,Debit,Albuquerque,Online,34.0,Doctor,189.0,1.0,14765.41,Very Low,High,0
170.19,Debit,Los Angeles,Branch,27.0,Student,156.0,1.0,4734.110000000001,Low,MediumLow,2
155.51,Debit,Raleigh,ATM,68.0,Doctor,15.0,1.0,5360.19,Low,MediumHigh,3
135.15,Debit,Colorado Springs,Online,72.0,Retired,50.00000000000001,1.0,5878.14,Low,MediumHigh,0
39.48,Debit,Omaha,ATM,56.0,Retired,37.99999999999999,1.0,5889.51,Very Low,MediumHigh,1
451.68,Debit,Houston,Online,33.0,Engineer,15.0,1.0,4381.54,Medium,MediumLow,2
19.11,Debit,Colorado Springs,Online,44.67844382691544,Engineer,160.0,1.0,8478.46,Very Low,High,0
355.0,Debit,Fort Worth,Online,26.0,Student,33.0,1.0,185.47,Medium,Low,2
427.69,Debit,Raleigh,ATM,43.0,Engineer,236.0,1.0,2443.54,Medium,MediumLow,3
254.86,Debit,Boston,Branch,23.0,Student,102.0,1.0,699.8999999999999,Low,Low,0
19.48,Debit,Dallas,ATM,27.0,Engineer,114.0,1.0,4739.59,Very Low,MediumHigh,0
190.17,Debit,Baltimore,ATM,49.0,Doctor,265.0,1.0,12893.85,Low,High,0
91.38,Debit,Jacksonville,ATM,44.67844382691544,Retired,179.0,1.0,2402.58,Very Low,MediumLow,2
206.63,Debit,Oklahoma City,Online,59.0,Retired,128.0,1.0,7626.53,Low,MediumHigh,1
93.22,Debit,Charlotte,Online,52.0,Retired,52.00000000000001,1.0,1014.6300000000001,Very Low,Low,0
547.98,Debit,Oklahoma City,ATM,28.0,Student,171.0,1.0,1358.54,High,Low,1
641.06,Debit,Colorado Springs,ATM,23.0,Student,25.000000000000004,1.0,1602.13,High,MediumLow,0
314.55,Debit,Dallas,Branch,27.0,Student,18.999999999999996,1.0,1105.89,Medium,Low,0
836.45,Debit,Virginia Beach,Online,61.0,Retired,63.0,1.0,1731.89,High,MediumLow,3
899.2850000000002,Debit,San Francisco,ATM,29.0,Engineer,52.00000000000001,1.0,8692.47,High,High,3
189.45,Debit,Boston,Branch,53.0,Doctor,61.99999999999999,1.0,12578.75,Low,High,0
91.84,Debit,Mesa,Branch,67.0,Retired,80.0,1.0,1712.41,Very Low,MediumLow,1
609.52,Debit,Washington,ATM,78.0,Retired,169.0,1.0,3485.03,High,MediumLow,3
859.3,Debit,Colorado Springs,Branch,78.0,Retired,68.00000000000001,1.0,1146.78,High,Low,0
100.01,Debit,Philadelphia,ATM,50.0,Doctor,63.0,1.0,6393.12,Low,MediumHigh,1
28.78,Debit,Tucson,Online,40.0,Doctor,51.00000000000001,1.0,680.5499999999998,Very Low,Low,3
111.08,Debit,Chicago,Online,70.0,Doctor,83.0,1.0,7037.34,Low,MediumHigh,0
470.96,Debit,Indianapolis,Online,69.0,Doctor,123.99999999999999,1.0,12991.03,Medium,High,2
52.23,Debit,San Francisco,Branch,28.0,Student,96.0,1.0,105.01,Very Low,Low,3
78.62,Debit,Oklahoma City,Branch,32.0,Doctor,52.00000000000001,1.0,1360.85,Very Low,Low,1
47.79,Debit,Denver,Branch,25.0,Student,37.0,1.0,1649.92,Very Low,MediumLow,0
333.97,Debit,Fresno,Branch,52.0,Doctor,45.0,1.0,5237.36,Medium,MediumHigh,2
30.87,Debit,Fresno,ATM,33.0,Doctor,295.0,1.0,14348.65,Very Low,High,2
710.43,Debit,San Diego,Online,67.0,Retired,115.0,1.0,5625.55,High,MediumHigh,3
220.23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,1.0,3438.02,Low,MediumLow,1
27.28,Debit,Atlanta,ATM,29.0,Doctor,96.0,1.0,10668.24,Very Low,High,0
101.52,Debit,Tucson,ATM,49.0,Engineer,98.0,1.0,2018.9000000000003,Low,MediumLow,3
162.65,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,Low,High,1
10.52,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,Very Low,MediumLow,2
270.72,Debit,Los Angeles,Branch,38.0,Doctor,37.0,1.0,6522.47,Low,MediumHigh,2
202.34,Debit,New York,Online,20.0,Student,134.0,1.0,4734.110000000001,Low,MediumLow,1
247.58,Debit,San Antonio,ATM,39.0,Engineer,151.99999999999997,1.0,778.74,Low,Low,3
686.17,Debit,Denver,ATM,61.0,Retired,112.0,1.0,2246.15,High,MediumLow,0
359.65,Debit,Jacksonville,Online,25.0,Student,289.0,1.0,219.53,Medium,Low,2
109.91,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.06,Low,High,3
215.72,Debit,Columbus,Branch,30.0,Engineer,137.0,1.0,8697.11,Low,High,0
490.76,Debit,Columbus,Online,66.0,Retired,156.0,1.0,6414.11,High,MediumHigh,0
224.28,Debit,Chicago,Online,64.0,Retired,68.00000000000001,1.0,5767.51,Low,MediumHigh,0
614.03,Debit,Dallas,ATM,68.0,Retired,51.00000000000001,1.0,4734.110000000001,High,MediumLow,0
608.79,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,High,MediumLow,2
186.55,Debit,Philadelphia,Branch,48.0,Engineer,288.0,1.0,4734.110000000001,Low,MediumLow,1
840.16,Debit,Colorado Springs,Branch,20.0,Student,68.00000000000001,1.0,1236.76,High,Low,0
203.34,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,Low,High,1
90.88,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,Very Low,MediumHigh,0
60.11,Debit,Albuquerque,Branch,61.0,Retired,122.0,1.0,7235.87,Very Low,MediumHigh,0
393.92,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,Medium,MediumHigh,1
19.39,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,Very Low,High,0
557.41,Debit,Washington,Online,80.0,Retired,49.0,1.0,2968.75,High,MediumLow,3
57.07,Debit,Boston,Online,31.0,Doctor,99.0,1.0,9323.71,Very Low,High,0
395.27,Debit,Miami,Online,18.0,Student,167.0,1.0,1764.08,Medium,MediumLow,1
289.05,Debit,New York,ATM,75.0,Retired,116.00000000000001,1.0,5683.49,Medium,MediumHigh,1
46.11,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,Very Low,MediumHigh,3
335.5,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,Medium,MediumHigh,3
388.07,Debit,Seattle,Online,24.0,Student,68.00000000000001,1.0,289.71,Medium,Low,3
520.86,Debit,Sacramento,Online,51.0,Engineer,66.0,1.0,9200.74,High,High,3
787.41,Debit,Memphis,Online,25.0,Student,39.0,1.0,300.87,High,Low,1
31.699999999999996,Debit,Raleigh,ATM,48.0,Doctor,121.0,1.0,743.8999999999999,Very Low,Low,3
22.3,Debit,Philadelphia,ATM,21.0,Student,90.0,1.0,1200.35,Very Low,Low,1
203.12,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.39,Low,MediumLow,3
315.94,Debit,Raleigh,Branch,49.0,Doctor,172.0,1.0,7719.709999999999,Medium,High,3
192.23,Debit,Albuquerque,Online,54.0,Engineer,39.0,1.0,2610.67,Low,MediumLow,0
899.2850000000002,Debit,Oklahoma City,Online,66.0,Retired,51.00000000000001,1.0,2060.02,High,MediumLow,1
0.26,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,Very Low,MediumLow,1
210.77,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,Low,MediumHigh,1
406.65,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,Medium,High,1
422.9,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,Medium,MediumHigh,3
20.62,Debit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,Very Low,High,1
174.39,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,Low,Low,3
7.859999999999999,Debit,Sacramento,Branch,76.0,Retired,91.0,1.0,3621.98,Very Low,MediumLow,3
211.36,Debit,Denver,Online,49.0,Engineer,44.0,1.0,5212.28,Low,MediumHigh,0
54.85,Debit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,Very Low,MediumLow,3
204.7,Debit,Oklahoma City,Branch,49.0,Doctor,95.0,1.0,5117.03,Low,MediumHigh,1
16.55,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,Very Low,MediumHigh,3
91.32,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,Very Low,MediumLow,1
195.49,Debit,Memphis,ATM,31.0,Doctor,112.0,1.0,11988.12,Low,High,1
49.62,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.4199999999996,Very Low,MediumLow,1
487.16,Debit,Los Angeles,Branch,28.0,Student,84.00000000000001,1.0,321.21,High,Low,2
405.6,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,Medium,High,3
512.95,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,High,High,0
345.94,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,Medium,MediumHigh,1
356.56,Debit,New York,Online,47.0,Engineer,52.00000000000001,1.0,2485.73,Medium,MediumLow,1
10.31,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,Very Low,MediumLow,2
211.69,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,Low,MediumHigh,0
221.49,Debit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,Low,Low,1
278.23,Debit,Fresno,Online,48.0,Engineer,83.0,1.0,8300.54,Low,High,2
116.88,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.339999999999,Low,High,1
328.77,Debit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,Medium,MediumHigh,3
77.53,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,Very Low,MediumHigh,2
421.74,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,Medium,High,3
313.69,Debit,Oklahoma City,Branch,73.0,Retired,151.99999999999997,1.0,7093.68,Medium,MediumHigh,1
411.72,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,Medium,High,3
508.73,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,High,MediumHigh,0
153.08,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,Low,Low,1
23.01,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,Very Low,MediumHigh,2
69.28,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.7399999999999,Very Low,Low,2
51.25,Debit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,Very Low,MediumLow,0
407.65,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.78,Medium,Low,0
459.25,Debit,Tucson,Branch,25.0,Student,59.00000000000001,1.0,130.76,Medium,Low,3
301.56,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,Medium,High,3
17.67,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.18,Very Low,Low,3
5.29,Debit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,Very Low,High,3
401.37,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,Medium,High,2
145.4,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,Low,MediumHigh,3
556.34,Debit,Seattle,Online,37.0,Doctor,45.99999999999999,1.0,11935.14,High,High,3
34.31,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.76,Very Low,Low,1
780.59,Debit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,High,MediumHigh,3
282.65,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,Low,High,2
305.27,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,Medium,High,2
185.81,Debit,Austin,Online,32.0,Doctor,116.00000000000001,1.0,9588.71,Low,High,0
66.01,Debit,Milwaukee,Online,49.0,,179.0,1.0,3475.99,Very Low,MediumLow,1
447.95,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.399999999999,Medium,MediumHigh,3
279.3,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.61,Low,Low,1
211.36,Debit,Indianapolis,Online,33.0,Doctor,26.999999999999996,1.0,12063.77,Low,High,2
611.15,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.8299999999999,High,Low,2
275.2,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,Low,Low,1
427.79,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,Medium,Low,3
469.13,Debit,San Antonio,ATM,54.0,Doctor,139.0,1.0,1265.28,Medium,Low,3
102.81,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,Low,MediumLow,3
22.61,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.67,Very Low,Low,3
68.28,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,Very Low,MediumLow,0
33.65,Debit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,Very Low,High,1
362.68,Debit,Miami,ATM,63.0,Retired,137.0,1.0,2040.77,Medium,MediumLow,1
73.23,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,Very Low,Low,3
654.49,Debit,Austin,Online,25.0,Student,104.0,1.0,164.61,High,Low,0
18.56,Debit,Memphis,Branch,49.0,Engineer,161.0,1.0,4230.37,Very Low,MediumLow,1
389.05,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,Medium,Low,0
7.38,Debit,Houston,Online,67.0,Retired,112.0,1.0,2923.83,Very Low,MediumLow,2
109.48,Debit,Baltimore,Online,44.67844382691544,Retired,93.0,1.0,7372.47,Low,MediumHigh,0
66.91,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1,Very Low,Low,3
335.48,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,Medium,MediumLow,1
38.14,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.21,Very Low,Low,0
899.2850000000002,Debit,Detroit,Branch,60.0,Doctor,173.0,1.0,11833.73,High,High,2
360.02,Debit,Dallas,Online,68.0,Retired,68.00000000000001,1.0,6400.59,Medium,MediumHigh,0
567.71,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,High,High,1
218.19,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.83,Low,Low,0
209.99,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.0100000000002,Low,MediumLow,0
11.02,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,Very Low,Low,3
83.43,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.16,Very Low,MediumLow,1
344.97,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,Medium,MediumHigh,0
172.29,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,Low,High,2
195.54,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,Low,MediumLow,1
101.23,Debit,Colorado Springs,Online,45.0,Engineer,87.0,1.0,6169.71,Low,MediumHigh,0
180.46,Debit,Fresno,ATM,25.0,Student,34.0,1.0,831.7499999999999,Low,Low,2
692.55,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,High,MediumLow,0
147.31,Debit,Mesa,Online,34.0,Doctor,91.99999999999999,1.0,13625.52,Low,High,1
107.48,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.39,Low,Low,2
899.2850000000002,Debit,Columbus,Online,62.0,Doctor,83.0,1.0,11498.01,High,High,0
81.51,Debit,Washington,Branch,25.0,Student,97.0,1.0,865.4899999999999,Very Low,Low,3
365.48,Debit,Seattle,Online,76.0,Retired,215.99999999999997,1.0,7147.4,Medium,MediumHigh,3
491.1,Debit,Houston,Online,35.0,Engineer,125.0,1.0,7833.85,High,High,2
452.8,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,Medium,MediumHigh,2
645.04,Debit,Memphis,Branch,70.0,Retired,78.0,1.0,7361.47,High,MediumHigh,1
169.28,Debit,Philadelphia,Branch,45.0,Doctor,114.0,1.0,5128.44,Low,MediumHigh,1
88.42,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,Very Low,High,2
155.53,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,Low,MediumLow,0
899.2850000000002,Debit,Milwaukee,Online,43.0,Engineer,300.0,1.0,3493.13,High,MediumLow,1
39.24,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,Very Low,MediumHigh,0
152.01,Debit,Fort Worth,ATM,42.0,Engineer,111.0,1.0,4625.12,Low,MediumLow,2
78.77,Debit,Las Vegas,ATM,48.0,Engineer,50.00000000000001,1.0,6470.57,Very Low,MediumHigh,2
26.5,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,Very Low,MediumHigh,2
83.62,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,Very Low,High,3
142.78,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,Low,High,3
55.99,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.61,Very Low,Low,2
774.48,Debit,Louisville,Branch,61.0,Doctor,30.999999999999996,1.0,11613.58,High,High,2
105.37,Debit,Sacramento,ATM,25.0,Student,160.0,1.0,1068.55,Low,Low,3
118.83,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3,Low,MediumLow,3
46.22,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.2799999999999,Very Low,Low,3
659.71,Debit,San Jose,Branch,21.0,Student,148.0,1.0,106.86,High,Low,3
377.97,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,Medium,MediumLow,1
114.1,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,Low,MediumHigh,0
11.3,Debit,Louisville,Online,55.0,Retired,41.0,1.0,1938.99,Very Low,MediumLow,2
95.5,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,Very Low,MediumLow,1
130.93,Debit,Houston,Branch,28.0,Engineer,149.0,1.0,860.1199999999999,Low,Low,2
272.97,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.310000000001,Low,High,0
73.35,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.84,Very Low,Low,3
29.94,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,Very Low,High,3
307.24,Debit,San Jose,ATM,19.0,Student,136.0,1.0,1670.72,Medium,MediumLow,3
50.52,Debit,Boston,Online,20.0,Student,140.0,1.0,1121.19,Very Low,Low,0
820.46,Debit,Fort Worth,Online,53.0,Engineer,243.0,1.0,5621.86,High,MediumHigh,2
153.07,Debit,Detroit,ATM,56.0,Engineer,116.00000000000001,1.0,8873.43,Low,High,2
52.94,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,Very Low,MediumHigh,3
384.41,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,Medium,High,2
235.42,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,Low,MediumHigh,1
114.23,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,Low,High,0
12.62,Debit,El Paso,Branch,33.0,Doctor,61.00000000000001,1.0,6420.47,Very Low,MediumHigh,2
899.2850000000002,Debit,Fort Worth,ATM,23.0,Student,145.0,1.0,1146.09,High,Low,2
373.52,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,Medium,MediumHigh,0
336.05,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.05,Medium,MediumLow,3
366.93,Debit,Houston,Online,66.0,Retired,33.0,1.0,6697.79,Medium,MediumHigh,2
112.27,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,Low,MediumHigh,3
494.9599999999999,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,High,MediumHigh,3
561.58,Debit,Sacramento,Online,65.0,Doctor,22.999999999999996,1.0,11748.86,High,High,3
440.94,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,Medium,MediumHigh,3
71.9,Debit,Los Angeles,Branch,29.0,Doctor,51.00000000000001,1.0,10619.35,Very Low,High,2
256.66,Debit,Raleigh,Online,54.0,Retired,137.0,1.0,1794.5,Low,MediumLow,3
166.55,Debit,Houston,Branch,59.0,Doctor,99.0,1.0,12970.21,Low,High,2
276.26,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.88999999999999,Low,Low,2
35.46,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,Very Low,MediumHigh,2
38.14,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,Very Low,High,1
506.25999999999993,Debit,Baltimore,ATM,64.0,Retired,86.0,1.0,6266.65,High,MediumHigh,0
736.32,Debit,Indianapolis,Online,31.0,Doctor,28.0,1.0,14268.95,High,High,2
389.43,Debit,Austin,ATM,52.0,Engineer,151.0,1.0,6449.83,Medium,MediumHigh,0
25.58,Debit,Omaha,ATM,60.0,Engineer,166.0,1.0,6741.41,Very Low,MediumHigh,1
446.1,Debit,Seattle,ATM,25.0,Student,243.0,1.0,1008.44,Medium,Low,3
147.74,Debit,Raleigh,Branch,23.0,Student,15.0,1.0,1711.78,Low,MediumLow,3
899.2850000000002,Debit,San Francisco,ATM,26.0,Student,254.0,1.0,1821.0,High,MediumLow,3
46.23,Debit,Fresno,Online,77.0,Retired,282.0,1.0,5107.75,Very Low,MediumHigh,2
265.37,Debit,Washington,Branch,33.0,Engineer,77.0,1.0,5229.95,Low,MediumHigh,3
342.57,Debit,Boston,Online,20.0,Student,91.0,1.0,339.16,Medium,Low,0
417.26,Debit,New York,Online,32.0,Doctor,45.0,1.0,10442.48,Medium,High,1
33.63,Debit,Columbus,Online,63.0,Retired,75.99999999999999,1.0,4324.4,Very Low,MediumLow,0
64.58,Debit,El Paso,Branch,55.0,Retired,173.0,1.0,6292.29,Very Low,MediumHigh,2
23.23,Debit,Miami,Branch,21.0,Student,122.0,1.0,269.01,Very Low,Low,1
211.36,Debit,Jacksonville,ATM,78.0,Retired,112.0,1.0,4734.110000000001,Low,MediumLow,2
278.88,Debit,Kansas City,Branch,64.0,Doctor,179.0,1.0,1334.09,Low,Low,2
285.49,Debit,Charlotte,Branch,53.0,Doctor,109.0,1.0,6366.84,Low,MediumHigh,0
71.87,Debit,Nashville,ATM,22.0,Student,258.0,1.0,1839.1,Very Low,MediumLow,1
308.8,Debit,Baltimore,ATM,53.0,Retired,41.0,1.0,3966.5399999999995,Medium,MediumLow,0
135.35,Debit,Houston,Branch,44.67844382691544,Engineer,82.0,1.0,9983.36,Low,High,2
288.43,Debit,Phoenix,Branch,66.0,Retired,72.0,1.0,4577.09,Medium,MediumLow,1
147.46,Debit,Albuquerque,Online,65.0,Doctor,205.0,1.0,7458.029999999999,Low,MediumHigh,0
214.15,Debit,,Branch,32.0,Engineer,217.0,1.0,6397.29,Low,MediumHigh,3
71.34,Debit,Miami,Online,49.0,Engineer,144.0,1.0,6345.03,Very Low,MediumHigh,1
170.36,Debit,Indianapolis,ATM,30.0,Doctor,118.0,1.0,6034.73,Low,MediumHigh,2
899.2850000000002,Debit,Raleigh,ATM,53.0,Engineer,32.0,1.0,765.8099999999998,High,Low,3
736.53,Debit,Philadelphia,ATM,55.0,Engineer,120.0,1.0,9826.26,High,High,1
213.42,Debit,Columbus,ATM,45.0,Engineer,17.0,1.0,3736.3800000000006,Low,MediumLow,0
94.09,Debit,Miami,Branch,27.0,Student,203.0,1.0,646.8499999999999,Very Low,Low,1
91.23,Debit,Boston,ATM,72.0,Retired,86.0,1.0,6385.12,Very Low,MediumHigh,0
263.92,Debit,San Diego,Branch,57.0,Retired,233.0,1.0,4161.71,Low,MediumLow,3
77.5,Debit,Fort Worth,Online,51.0,Doctor,201.0,1.0,11079.77,Very Low,High,2
3.65,Debit,Miami,Online,69.0,Doctor,146.0,1.0,10017.11,Very Low,High,1
43.88,Debit,Seattle,Online,26.0,Student,251.0,1.0,1644.09,Very Low,MediumLow,3
211.36,Debit,El Paso,ATM,28.0,Student,132.0,1.0,387.65,Low,Low,2
224.79,Debit,Boston,Online,18.0,Student,129.0,1.0,528.38,Low,Low,0
64.3,Debit,Louisville,ATM,55.0,Retired,67.0,1.0,7530.299999999999,Very Low,MediumHigh,2
111.79,Debit,Jacksonville,Online,62.0,Doctor,49.0,1.0,10887.59,Low,High,2
899.2850000000002,Debit,San Francisco,ATM,59.0,Retired,153.0,1.0,7104.61,High,MediumHigh,3
613.7,Debit,Fort Worth,Branch,61.0,Retired,37.0,1.0,7307.11,High,MediumHigh,2
26.07,Debit,Baltimore,Branch,20.0,Student,18.999999999999996,1.0,349.98,Very Low,Low,0
170.45,Debit,San Francisco,Branch,60.0,Engineer,199.0,1.0,2284.41,Low,MediumLow,3
344.27,Debit,San Antonio,Branch,22.0,Student,123.0,1.0,1918.3600000000001,Medium,MediumLow,3
872.72,Debit,Washington,Online,22.0,Student,288.0,1.0,503.01,High,Low,3
292.95,Debit,Memphis,Branch,37.0,Engineer,56.0,1.0,1216.91,Medium,Low,1
28.44,Debit,Fresno,ATM,18.0,Student,243.0,1.0,1071.04,Very Low,Low,2
209.02,Debit,El Paso,ATM,21.0,Student,74.0,1.0,187.9,Low,Low,2
20.05,Debit,Chicago,ATM,72.0,Retired,171.0,1.0,7145.67,Very Low,MediumHigh,0
175.02,Debit,Phoenix,Online,28.0,Student,71.0,1.0,1493.88,Low,Low,1
89.5,Debit,Louisville,Branch,41.0,Engineer,134.0,1.0,8658.95,Very Low,High,2
69.96,Debit,Baltimore,Branch,28.0,Student,30.999999999999996,1.0,164.12,Very Low,Low,0
146.51,Debit,Albuquerque,ATM,53.0,Engineer,112.0,1.0,7089.9,Low,MediumHigh,0
376.78,Debit,Nashville,Online,21.0,Student,88.0,1.0,841.6499999999999,Medium,Low,1
148.54,Debit,Columbus,Branch,71.0,Retired,107.0,1.0,5677.05,Low,MediumHigh,0
388.77,Debit,Jacksonville,Online,26.0,Student,30.0,1.0,1658.49,Medium,MediumLow,2
100.38,Debit,Seattle,Branch,63.0,Doctor,49.0,1.0,10171.68,Low,High,3
